,DENOMINAZIONE,ID,INDIRIZZO,COMUNE,PROVINCIA,COMUNITA DI VALLE,NAZIONE,SITO INTERNET,LATITUDINE,LONGITUDINE,ALTITUDINE,CATEGORIA 1,CATEGORIA 2,CODICE ACCESSIBILITA' 1,CODICE ACCESSIBILITA' 2,CODICE ACCESSIBILITA' 3,CODICE ACCESSIBILITA' 4,CODICE ACCESSIBILITA' 5,CODICE ACCESSIBILITA' 6,CODICE ACCESSIBILITA' 7,CODICE ACCESSIBILITA' 8,CODICE ACCESSIBILITA' 9,CODICE ACCESSIBILITA' 10,CODICE ACCESSIBILITA' 11,CODICE ACCESSIBILITA' 12,CODICE ACCESSIBILITA' 13,CODICE ACCESSIBILITA' 14,CODICE ACCESSIBILITA' 15,CODICE ACCESSIBILITA' 16,CODICE ACCESSIBILITA' 17,CODICE ACCESSIBILITA' 18,DATA ULTIMA MODIFICA,DATA RILEVAZIONE
661,SALA CONFERENZE C/O OSPEDALE SAN CAMILLO,251,VIA BONELLI,Trento,TN,Territorio Val D'adige,Italia,www.sancamillo.com,46.0646823,11.1324542,190.0,Centri e sale culturali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,,2017-11-20 10:12:11.287,2010-04-27
662,SALA DEGASPERI - CONSORZIO COMUNI TRENTINI,1524,"VIA TORRE VERDE, 23",Trento,TN,Territorio Val D'adige,Italia,,46.070833,11.122478,0.0,Centri e sale culturali,,AI-6fg,AI-6l,AI-6e,AI-6d,AI-5c,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-2a,AE-2b,AE-1abc,,,,,,2021-02-15 16:10:30.735,2016-11-09
663,SALA DON GUETTI C/O CASSA CENTRALE CASSE RURALI TRENTINE - SALA DON GUETTI,126,"VIA VANNETTI, 8",Trento,TN,Territorio Val D'adige,Italia,www.cassacentrale.it,46.0748154,11.1233465,150.0,Centri e sale culturali,,AI-6d,AE-3cf,AE-3abde,AI-6i,AI-6fg,AI-6e,AE-1abc,AI-6l,,,,,,,,,,,2013-01-07 12:21:01.761,2009-12-10
664,SALA POLIVALENTE C/O CENTRO S. VIGILIO DI MATTARELLO,1486,"VIA G. POLI, 4",Trento,TN,Territorio Val D'adige,Italia,,46.006065,11.128441,0.0,Centri e sale culturali,,AI-6r,AI-6ad,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6d,AE-3cf,AE-3abde,AE-2d,AE-1abc,,,,,,,,2018-07-13 14:19:30.47,2016-11-02
665,SAMUELE COOPERATIVA SOCIALE - punto vendita,97,"VIA S. MARCO, 18",Trento,TN,Territorio Val D'adige,Italia,www.samuele-cooperativa.it,46.07017,11.12479,142.0,Attivita commerciali,Cooperative e Laboratori Sociali,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2018-01-05 15:45:25,2013-01-25
666,SANBAPOLIS,1298,"VIA MALPENSADA, 90",Trento,TN,Territorio Val D'adige,Italia,www.sanbapolis.it,46.04583,11.132851,0.0,Impianti Sportivi,Centri e sale culturali,AE-4h,AE-3abde,AI-5fb,AI-6fg,AI-5fa,AI-6bc,AE-2d,AE-1abc,AI-6r,AI-6i,AI-5f,AI-6l,AI-6e,AE-3cf,AI-6p,AI-6d,AI-6ad,,2017-11-20 10:23:51.469,2013-11-18
667,SANIT SERVICE SRL,345,"VIA GRAZIOLI, 18",Trento,TN,Territorio Val D'adige,Italia,,46.0671185,11.1285404,180.0,Ortopedie e Sanitarie,,AI-5c,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,2010-06-22 12:12:42,2010-05-25
668,SANITARIA ORTOPEDIA,340,"VIA GOCCIADORO, 74/76",Trento,TN,Territorio Val D'adige,Italia,,46.0559475,11.1317727,180.0,Ortopedie e Sanitarie,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2010-06-16 14:36:41,2010-05-17
669,SCRIGNO DEL DUOMO c/o PALAZZO BALDUINI,734,"PIAZZA DUOMO, 29",Trento,TN,Territorio Val D'adige,Italia,www.scrignodelduomo.com,46.0673872,11.1209909,200.0,Ristoranti,Bar,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AI-6r,AI-6p,,,,,,,2016-02-10 16:54:43.843,2013-01-16
670,SCUOLA TRIDENTUM SRL,66,"VIA OSS MAZZURANA, 8",Trento,TN,Territorio Val D'adige,Italia,www.scuolatridentum.it,46.0695,11.12269,200.0,Centri e sale culturali,,AI-6d,AI-5c,AE-3cf,AE-3abde,AI-6fg,AI-6ad,AE-1abc,AE-2ga,AE-2g,AE-2b,AE-2a,AI-6bc,,,,,,,2017-11-20 10:24:54.772,2013-01-14
671,SEGRETERIA GENERALE DELLA PROVINCIA AUTONOMA DI TRENTO,581,"PIAZZA DANTE, 16",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.072283,11.1207961,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,2011-04-08 13:45:10,2010-06-30
672,SERE E STEFI s.n.c - BAR GELATERIA TORRE VERDE,5,"VIA SUFFRAGIO, 2",Trento,TN,Territorio Val D'adige,Italia,,46.07205,11.12512,225.0,Bar,,AI-6d,AI-5c,AE-3cf,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,AE-3abde,,,,,,,2016-02-03 10:29:57.005,2013-01-10
673,SERVIZIO ATTIVITA' CULTURALI ,663,"VIA ROMAGNOSI,"" 5 - C/O CENTRO EUROPA",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.073377,11.121332,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-2d,AE-2a,,,,,,,,,2011-05-23 09:24:15,2010-07-23
674,SERVIZIO AUTONOMIE LOCALI,688,"VIA ROMAGNOSI,"" 11/A C/O CENTRO EUROPA",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.0731212,11.122093,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-2gb,AE-2ga,AE-2g,AE-2a,,,,,,,2011-05-24 13:13:40,2010-07-23
675,SERVIZIO CONSERVAZIONE DELLA NATURA E VALORIZZAZIONE AMBIENTALE,679,"VIA GUARDINI, 75",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.094576,11.1176606,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6fg,AI-6e,AE-1abc,AE-2a,AI-6r,,,,,,,,2013-01-15 20:28:54.361,2010-07-16
676,SERVIZIO GESTIONE STRADE,693,"VIA GAZZOLETTI, 33 - PALAZZO GIULIA",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.0719662,11.1222284,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AE-2a,,,,,2013-01-17 10:53:01.751,2013-01-14
677,SERVIZIO MINERARIO,687,"VIA TRENER, 3 TORRINO",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.0948131,11.1152147,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2a,,,,,,2011-05-24 13:05:34,2010-07-16
678,SERVIZIO OPERE AMBIENTALI (APOP),1059,"VIA S. GIOVANNI, 36",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.068802,11.119041,0.0,Uffici Pubblici,,AI-5fb,AI-5fa,AE-1abc,AI-6i,AI-5d,AI-5c,AI-5f,AE-2a,AE-3cf,AI-6d,AI-6p,AI-6e,AE-3abde,AI-6fg,AI-6r,AI-6l,AI-6bc,AI-6ad,2017-11-20 10:26:33.813,2013-02-19
679,SERVIZIO PER LA PROMOZIONE DELLE MINORANZE LINGUISTICHE LOCALI,690,"PIAZZA DANTE, 15",Trento,TN,Territorio Val D'adige,Italia,www.minoranzelinguistiche.provincia.tn.it,46.072336,11.120972,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2a,AI-6fg,AI-6o,AI-5c,AE-2d,AE-2b,2013-03-05 09:48:57.273,2013-03-04
680,SERVIZIO POLITICHE SOCIALI E ABITATIVE,682,"VIA ZAMBRA, 42 TORRE B SUD TOP CENTER",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.0915976,11.1170217,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AE-2a,,,,,2011-05-23 14:15:42,2010-06-09
681,SERVIZIO PREVENZIONE RISCHI,681,"VIA ZAMBRA, 42 TORRE B SUD TOP CENTER",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.0915976,11.1170217,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AE-2a,,,,,2011-05-23 13:56:43,2010-06-09
682,SERVIZIO TRASPORTI PUBBLICI,641,"VIA VANNETTI, 32",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.0721708,11.1215888,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AI-5c,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,AE-2a,2011-05-11 10:39:46,2010-07-23
683,SERVIZIO UTILIZZAZIONE DELLE ACQUE PUBBLICHE,672,"PIAZZA SILVIO PELLICO, 8",Trento,TN,Territorio Val D'adige,Italia,www.suap.provincia.tn.it,46.0718978,11.1237939,200.0,Uffici Pubblici,,AE-3cf,AE-3abde,AE-1abc,AE-2d,AE-2a,,,,,,,,,,,,,,2013-01-17 10:54:28.166,2013-01-14
684,SIAPAT - SINDACATO INQUILINI ED ASSEGNATORI,695,"VIA VENETO, 24",Trento,TN,Territorio Val D'adige,Italia,,46.0579773,11.1203449,200.0,Associazioni,,AI-6d,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2a,AI-6r,,,,,,,2013-01-15 20:19:18.004,2010-07-16
685,SNOW PARK MONTE BONDONE,1325,LOCALITA' NORGE,Trento,TN,Territorio Val D'adige,Italia,www.discovertrento.it,46.045603,11.065887,0.0,Impianti Sportivi,,,,,,,,,,,,,,,,,,,,2017-11-20 10:46:22.622,2013-12-04
686,SOCIETA' FILARMONICA DI TRENTO,635,"VIA VERDI, 30",Trento,TN,Territorio Val D'adige,Italia,www.filarmonica-trento.it,46.0668514,11.1204127,200.0,Associazioni,Centri e sale culturali,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AI-6r,AE-1abc,,,,2019-05-03 11:50:20.824,2016-05-03
687,SOSAT - Associazione Alpinisti Trentini,328,"Via Malpaga, 17 ",Trento,TN,Territorio Val D'adige,Italia,www.sosat.it,46.0683547,11.123475,180.0,Associazioni,,AI-6d,AE-3abde,AI-6fg,AE-2c,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-2a,AI-6ad,AI-6p,AI-6bc,AI-6r,,,,,,2019-05-03 11:34:19.251,2013-02-28
688,SOSI ,548,"CORSO 3 NOVEMBRE, 38",Trento,TN,Territorio Val D'adige,Italia,,46.0621807,11.1238426,200.0,Panifici,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-04-07 14:31:03,2010-07-01
689,SOSI L'ARTE DEL PANE,610,"VIA ANTONIO ROSMINI, 20",Trento,TN,Territorio Val D'adige,Italia,www.panificiososi.net,46.06795,11.118717,200.0,Panifici,,AE-3cf,AE-2c,AE-3abde,AE-1abc,,,,,,,,,,,,,,,2013-01-21 16:49:52.118,2013-01-21
690,SOSI SRL,774,"PIAZZA VENEZIA, 10",Trento,TN,Territorio Val D'adige,Italia,,46.0698359,11.1278498,200.0,Panifici,,AE-3abde,AE-1abc,AI-5b,AE-3cf,,,,,,,,,,,,,,,2013-01-16 14:35:11.804,2013-01-16
691,SOSI,423,"GALLERIA TIRRENA, 1",Trento,TN,Territorio Val D'adige,Italia,www.panificiososi.net,46.0684498,11.1213801,200.0,Panifici,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-01-16 09:16:08.543,2013-01-15
692,SOSI,555,"VIA SUFFRAGIO, 78",Trento,TN,Territorio Val D'adige,Italia,,46.0709282,11.1247819,200.0,Panifici,,AE-2d,AE-1abc,AE-3abde,,,,,,,,,,,,,,,,2013-01-08 08:46:01.019,2013-01-04
693,SPARKASSE,312,VIALE VERONA,Trento,TN,Territorio Val D'adige,Italia,,46.0500103,11.1307914,180.0,Bancomat,,AE-3cf,AE-3abde,AE-2d,,,,,,,,,,,,,,,,2010-06-11 12:25:37,2010-05-25
694,SPARKASSE,67,"VIA MANCI, 23",Trento,TN,Territorio Val D'adige,Italia,,46.06984,11.12326,208.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 10:41:19,2009-10-30
695,SPAZIO OFF,636,"VIA VENEZIA, 5",Trento,TN,Territorio Val D'adige,Italia,www.spaziooff.com,46.0694678,11.1286691,200.0,Centri e sale culturali,,AI-5b,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2018-07-12 14:06:34.966,2011-05-06
696,SPES SOCIETA' COOPERATIVA SOCIALE,796,"PIAZZA VENEZIA, 34",Trento,TN,Territorio Val D'adige,Italia,www.spestrento.it,46.0698062,11.1278386,200.0,Cooperative e Laboratori Sociali,,AE-3cf,AE-3abde,AE-1abc,AE-2a,AE-2b,,,,,,,,,,,,,,2013-07-01 10:40:58.655,2013-02-28
697,SPORTELLO BANCOMAT BANCA DI TRENTO E BOLZANO,532,"VIA MANZONI, 23/3",Trento,TN,Territorio Val D'adige,Italia,,46.0741697,11.1249222,200.0,Bancomat,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2011-04-07 15:51:07,2010-07-20
698,SPORTELLO BANCOMAT BANCA SELLA NORD EST BOVIO CALDERARI,778,"VIA BRENNERO, 316",Trento,TN,Territorio Val D'adige,Italia,,46.0920944,11.1153865,200.0,Bancomat,,AE-4h,AE-1abc,AE-2d,,,,,,,,,,,,,,,,2011-05-27 14:32:09,2010-06-24
699,SPORTELLO BANCOMAT UNICREDIT,719,"VIA TRENER, 16 - C/O BREN CENTER",Trento,TN,Territorio Val D'adige,Italia,,46.0947881,11.1152302,200.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2011-05-25 13:42:10,2010-08-05
700,SPORTELLO BANCOMAT UNICREDIT,720,"VIA TRENER, 16 - C/O BREN CENTER",Trento,TN,Territorio Val D'adige,Italia,,46.0947881,11.1152302,200.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2011-05-25 13:44:35,2010-08-05
701,SPORTELLO FAMIGLIA DEL COORDINAMENTO POLITICHE FAMIGLIARI DELLA PROVINCIA AUTONOMA DI TRENTO,431,"VIA JACOPO ACONCIO, 5",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.0746387,11.1221533,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,,,,2010-09-02 12:31:00,2010-08-11
702,SPORTELLO POSTAMAT,541,"VIA SCOPOLI, 53",Trento,TN,Territorio Val D'adige,Italia,www.poste.it,46.0758587,11.1181214,200.0,Postamat,,AE-1abc,,,,,,,,,,,,,,,,,,2011-04-07 18:55:29,2010-07-08
703,SPORTELLO POSTAMAT,767,"VIALE VERONA, 1",Trento,TN,Territorio Val D'adige,Italia,,46.0583833,11.1276465,200.0,Postamat,,AE-1abc,,,,,,,,,,,,,,,,,,2011-05-27 13:23:06,2010-05-17
704,SPORTELLO UNICREDIT BANCA,14,"PIAZZA SANTA MARIA MAGGIORE, 6",Trento,TN,Territorio Val D'adige,Italia,www.unicredit.it,46.068727,11.11876,221.0,Bancomat,,AE-4h,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,2013-06-06 14:38:07.283,2013-01-21
705,STADIO BRIAMASCO,245,VIA SAN SEVERINO,Trento,TN,Territorio Val D'adige,Italia,www.asisitn.it,46.0571528,11.1124669,200.0,Impianti Sportivi,,AI-6d,AI-6l,AI-6e,AE-2d,,,,,,,,,,,,,,,2013-01-10 20:47:57.622,2010-05-05
706,STAZIONE TRENITALIA,267,PIAZZA DANTE 1,Trento,TN,Territorio Val D'adige,Italia,www.fsitaliane.it,46.071936,11.119567,167.0,Stazioni,,AI-5fb,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-6d,AI-5fa,AI-6r,,,,2013-02-04 10:19:32.196,2013-01-31
707,STAZIONE TRENTO MALE' MARILLEVA,268,VIA DOGANA 1,Trento,TN,Territorio Val D'adige,Italia,,46.0733919,11.1206629,138.0,Stazioni,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,,,2013-01-10 21:50:37.506,2010-03-23
708,STRUTTURA MULTIFUNZIONALE TERRITORIALE - AD PERSONAM,642,"VIA PRANZELORES, 71",Trento,TN,Territorio Val D'adige,Italia,www.fse.provincia.tn.it,46.0891694,11.1190876,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-2d,,,,,,,2011-05-11 10:48:36,2010-07-16
709,STUDENTATO DI SAN BARTOLOMEO,668,VIA DELLA MALPENSADA 90/140,Trento,TN,Territorio Val D'adige,Italia,www.operauni.tn.it,46.0454272,11.1324852,200.0,Scuole e universita,,AI-6d,AI-5fb,AI-5fa,AI-5f,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,,,,,,,,2017-11-20 10:47:27.869,2010-07-13
710,STUDIO D'ARTE ANDROMEDA,333,"VIA MALPAGA, 17",Trento,TN,Territorio Val D'adige,Italia,www.studioandromeda.net,46.0683547,11.123475,180.0,Centri e sale culturali,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2013-01-14 14:00:10.902,2013-01-11
711,Sezione Veicoli del Servizio Antincendi,360,"Via Secondo da Trento, 2",Trento,TN,Territorio Val D'adige,Italia,www.vvftrento.it,46.0766559,11.1227336,200.0,Carabinieri - Guardia di Finanza - Polizia - Polizia Municipale - Vigili del Fuoco,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,2017-11-20 10:48:42.587,2010-06-30
712,TASIN VIAGGI,425,"VIA POZZO, 4",Trento,TN,Territorio Val D'adige,Italia,www.tasinviaggi.it,46.070793,11.119393,200.0,Agenzie viaggi e Promozione Turistica,,AE-3abde,AE-1abc,AI-5c,,,,,,,,,,,,,,,,2013-02-04 09:03:24.763,2013-02-01
713,TEATRO COMUNALE DI ALDENO,1489,"PIAZZA CESARE BATTISTI, 5",Trento,TN,Territorio Val D'adige,Italia,,45.977098,11.091494,0.0,Teatri e Auditorium,,AE-2c,AI-6fg,AI-5fa,AI-6bc,AE-1abc,AI-6i,AE-3abde,AI-5fb,AI-5f,AE-3cf,AI-6d,AI-6ad,,,,,,,2018-07-13 16:13:59.942,2016-12-06
714,TEATRO CONCORDIA,1069,"VIA DON TOMMASO DALLA FIOR, 1",Trento,TN,Territorio Val D'adige,Italia,www.mymovies.it,46.06496,11.15422,0.0,Teatri e Auditorium,,AI-6o,AI-6i,AI-6e,AI-6p,AI-6d,AI-6fg,AE-3abde,AE-3cf,AI-6l,,,,,,,,,,2016-11-09 15:57:04.458,2010-05-12
715,TEATRO DELL'ARGENTARIO,1484,VIA PONTE ALTO 2/1 ,Trento,TN,Territorio Val D'adige,Italia,,46.074796,11.146104,0.0,Teatri e Auditorium,,AE-1abc,AI-6fg,AI-6bc,AI-6o,AI-6i,AE-3abde,AE-2a,AI-6l,AI-6e,AE-3cf,AI-6ad,AI-6d,AE-2e,,,,,,2018-07-16 11:23:32.881,2011-12-29
716,TEATRO PORTLAND,1068,"VIA PAPIRIA, 8",Trento,TN,Territorio Val D'adige,Italia,www.teatroportland.it,46.07014,11.11191,0.0,Teatri e Auditorium,,AE-2d,AE-3cf,AE-1abc,AI-6d,AE-3abde,AI-6r,AI-6fg,,,,,,,,,,,,2018-07-12 14:14:40.146,2010-05-12
717,TEATRO SAN MARCO,128,"VIA SAN BERNARDINO, 8",Trento,TN,Territorio Val D'adige,Italia,,46.0642915,11.1285536,130.0,Teatri e Auditorium,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,,,,,2013-01-07 12:28:37.142,2009-12-10
718,TEATRO SOCIALE,136,"VIA OSS MAZZURANA, 19",Trento,TN,Territorio Val D'adige,Italia,www.centrosantachiara.it,46.06915,11.12242,133.0,Teatri e Auditorium,,AI-6d,AI-5f,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AI-5c,AI-6o,AI-6p,AI-5fa,AI-5fb,,,,2019-05-03 12:12:27.472,2016-05-03
719,TERRE DI HARA,772,"VICOLO DEL VO', 66",Trento,TN,Territorio Val D'adige,Italia,www.erboristeriaterradihara.com,46.0705792,11.1240185,200.0,Erboristerie,,AI-5b,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,,2013-01-28 11:29:33.917,2013-01-25
720,TJ BAR TARTINE,37,"VIA DELLE ORNE, 7",Trento,TN,Territorio Val D'adige,Italia,,46.06892,11.12229,207.0,Bar,,AI-6d,AI-5b,AE-3abde,AI-6fg,AI-6bc,AI-6ad,AE-2c,AE-3cf,,,,,,,,,,,2016-02-03 10:32:19.552,2009-11-11
721,TOP CENTER,705,"VIA BRENNERO, 320",Trento,TN,Territorio Val D'adige,Italia,,46.0920846,11.1153921,200.0,Attivita commerciali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,2011-05-25 09:45:05,2010-07-15
722,TORRE DELLA TROMBA - SALA MOSTRA,133,"VIA BELENZANI, 20",Trento,TN,Territorio Val D'adige,Italia,www.comune.trento.tn.it,46.0691921,11.1211932,254.0,Edifici Storici,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-2c,AI-6o,AE-1abc,,,,,,,,,2017-11-20 10:49:51.235,2013-01-22
723,TORRE VANGA (SALA MOSTRA),409,"Piazza della Portela, 1",Trento,TN,Territorio Val D'adige,Italia,www.trentinocultura.net,46.0696286,11.1185794,200.0,Musei,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3abde,AI-6ad,AE-3cf,AI-6r,AI-6l,AI-6p,AI-6i,AI-6fg,AI-6e,AI-6bc,AE-1abc,AE-2d,,,2015-03-23 15:55:17.201,2013-01-23
724,TRATTORIA AL MERCATO,73,"PIAZZA GARZETTI, 15",Trento,TN,Territorio Val D'adige,Italia,,46.066,11.12393,199.0,Osterie / Trattorie,,AI-6d,AI-5d,AE-3cf,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-3abde,AI-5b,AI-6r,,,,,,2016-02-09 12:18:05.144,2013-01-09
725,TRATTORIA AL TINO,50,"VIA SS. TRINITA', 11",Trento,TN,Territorio Val D'adige,Italia,,46.06637,11.12297,201.0,Osterie / Trattorie,,AI-6d,AE-3cf,AE-3abde,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-5c,AI-6l,,,,,,,,2016-02-09 11:44:28.363,2013-01-22
726,TRATTORIA ORSO GRIGIO,574,"VIA DEGLI ORTI, 19",Trento,TN,Territorio Val D'adige,Italia,www.orsogrigiotrento.com,46.0655631,11.1223746,200.0,Ristoranti,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,,,,2013-01-15 10:40:07.139,2013-01-14
727,TRATTORIA PIEDICASTELLO,237,"PIAZZA PIEDICASTELLO, 12",Trento,TN,Territorio Val D'adige,Italia,,46.0710746,11.1131468,185.0,Osterie / Trattorie,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,,,,,,,2010-05-11 08:21:17,2010-05-06
728,TRE TORRI CAFE,625,"VIA GUARDINI, 54",Trento,TN,Territorio Val D'adige,Italia,,46.0943642,11.1178123,200.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AI-6l,AI-6r,,,,,,,,2017-09-29 10:42:49.205,2010-08-06
729,TRENTINO SPA,551,"VIA ROMAGNOSI, 11",Trento,TN,Territorio Val D'adige,Italia,www.trentino.to,46.0731212,11.12122093,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,2011-04-07 14:50:15,2010-06-02
730,TRENTO FIERE CTE,742,"VIA BRIAMASCO, 2",Trento,TN,Territorio Val D'adige,Italia,www.trentofieraspa.191.it,46.0651303,11.1165621,200.0,Centri e sale culturali,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-2d,,,,,,,,,,,,,2011-05-26 13:24:59,2010-07-28
731,TRENTO OTTICA GIOIELLERIA OROLOGERIA,304,"VIA SAN PIO X, 45",Trento,TN,Territorio Val D'adige,Italia,,46.052814,11.1209326,180.0,Ottica,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2010-06-15 14:56:40,2010-05-25
732,TRIBUNALE DI TRENTO,369,"Via Pilati, 2",Trento,TN,Territorio Val D'adige,Italia,www.tribunale.trento.it,46.0661341,11.1258105,200.0,Uffici Giudiziari,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2a,,,,,,,2013-01-15 10:35:38.928,2013-01-14
