,Unnamed: 0,has_latitude,has_longitude,information,opening_hours,facility_type,smoking,architecturalBarriers,name,sport,has_capacity,menu,hiking,has_location,has_contactPoint
760,760,46.09830856323242,11.136334419250488,no information specified,,viewpoint,,ab_93939,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1763371379,cp_1672144446
761,761,46.09820938110352,11.143282890319824,no information specified,,viewpoint,,ab_85829,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1767557245,cp_6679481453
762,762,46.089134216308594,11.116432189941406,no information specified,,cafe,,ab_29276,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1773068160,cp_8100388986
763,763,46.098331451416016,11.109942436218262,no information specified,,restaurant,,ab_47059,'Canova',,,"{'cuisine': 'pizza;regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1773866574,cp_9123039433
764,764,46.04508590698242,11.065899848937988,no information specified,,restaurant,,ab_42719,'Baita Montesel',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1777801949,cp_4297481324
765,765,46.07977294921875,11.12283706665039,no information specified,,parking,,ab_42579,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1784871131,cp_2836222311
766,766,46.07996368408203,11.122237205505373,no information specified,,parking,,ab_26314,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1784871132,cp_5364961361
767,767,46.07752990722656,11.136663436889648,no information specified,,playground,,ab_80829,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1807792259,cp_1948408797
768,768,46.07829666137695,11.13415241241455,no information specified,,playground,,ab_74810,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1807792490,cp_1794667735
769,769,46.02769470214844,11.045272827148438,guidepost,,information,,ab_3566,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,1825508113,cp_7639281255
770,770,46.09028244018555,11.113325119018556,no information specified,,parking,,ab_38303,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1827991024,cp_4428221605
771,771,46.09035873413086,11.113638877868652,no information specified,,parking,,ab_4636,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1827991026,cp_8376821842
772,772,46.09049224853516,11.112902641296388,no information specified,,parking,,ab_32892,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1827991028,cp_6563001653
773,773,46.09073638916016,11.112750053405762,no information specified,,parking,,ab_38542,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1827991030,cp_7077660455
774,774,46.0723762512207,11.125173568725586,no information specified,Mo-Su 17:00-22:00,cafe,,ab_77266,'El Barrio',,,"{'cuisine': None, 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,1833230969,cp_4537169576
775,775,46.040157318115234,11.058238983154297,no information specified,,cafe,,ab_78204,'Bar allo Sciatore',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1833250928,cp_2458950728
776,776,46.03424453735352,11.050982475280762,no information specified,,viewpoint,,ab_39630,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1833250950,cp_7792082083
777,777,46.03927230834961,11.057957649230955,no information specified,,cafe,,ab_39962,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1833250953,cp_1019917299
778,778,46.0738639831543,11.12216091156006,no information specified,,parking,,ab_85757,'P2 - Garage Centro Europa',,500,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1848898567,cp_2862480649
779,779,46.06317138671875,11.118946075439451,no information specified,,parking,,ab_89410,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1857710267,cp_1190379827
780,780,46.08583450317383,11.15981388092041,no information specified,,viewpoint,,ab_86437,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1869952914,cp_8281201499
781,781,46.08589172363281,11.159381866455078,no information specified,,cafe,,ab_71242,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1869952921,cp_8037076776
782,782,46.08650588989258,11.159820556640623,no information specified,,playground,,ab_48119,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1869953017,cp_4546340379
783,783,46.0664291381836,11.075766563415527,no information specified,,parking,,ab_15844,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1874998415,cp_4849493239
784,784,46.0692138671875,11.077473640441896,no information specified,,picnic_site,,ab_32213,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1874998522,cp_3770877878
785,785,46.02326965332031,11.037775039672852,no information specified,,restaurant,False,ab_78474,'Rifugio Viote',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1886935426,cp_5031919248
786,786,46.03932571411133,11.058019638061523,no information specified,,restaurant,,ab_40041,,,,"{'cuisine': 'regional;pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1889737945,cp_5956304059
787,787,46.08052444458008,11.11658763885498,no information specified,,cafe,,ab_39707,'Bar Ok',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1893051282,cp_8601393096
788,788,46.00547790527344,11.126795768737791,no information specified,"Mo-Sa 12:00-14:00, 19:00-23:00; Th Off; Su 19:00-23:00",restaurant,,ab_2666,'Antica Stella',,,"{'cuisine': 'steak_house;burger;pizza;cotoletteria', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1905543727,cp_5997650599
789,789,46.01203155517578,11.09699821472168,guidepost,,information,,ab_43701,'Guardadocio',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1916260178,cp_5128779308
790,790,46.01218795776367,11.096954345703123,guidepost,,information,,ab_57346,'Guardadocio',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1916703743,cp_8278614485
791,791,46.05346298217773,11.12958812713623,no information specified,,parking,,ab_23354,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1934061250,cp_1112528401
792,792,46.00366973876953,11.031869888305664,guidepost,,information,,ab_72279,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,1975764362,cp_1274209542
793,793,46.103294372558594,11.097098350524902,no information specified,,restaurant,,ab_36243,'Terminal Ro.La.',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1979796467,cp_4557167866
794,794,46.04060363769531,11.13132667541504,no information specified,,parking,,ab_78002,,,4,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1985073011,cp_3906782966
795,795,46.07088470458984,11.112497329711914,no information specified,,restaurant,,ab_86896,'Il Libertino',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1998966136,cp_2937416821
796,796,46.071022033691406,11.112804412841797,no information specified,,restaurant,,ab_85214,'Trattoria Piedicastello',,,"{'cuisine': 'regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1998966141,cp_8131978239
797,797,46.064483642578125,11.153852462768556,no information specified,,theatre,,ab_60099,'Teatro Concordia',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1999372436,cp_7836030837
798,798,46.06235504150391,11.154901504516602,no information specified,,parking,,ab_73202,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1999373823,cp_6540156708
799,799,46.050743103027344,11.121953964233398,no information specified,,sports_centre,,ab_37208,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2050713179,cp_3638611843
800,800,46.09447860717773,11.119019508361816,no information specified,,parking,,ab_46647,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2060457732,cp_8839401744
801,801,46.09451675415039,11.119699478149414,no information specified,,parking,,ab_70308,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2060457735,cp_3990597665
802,802,46.08095169067383,11.0432710647583,no information specified,,restaurant,,ab_87768,'Trattoria La Sosta',,,"{'cuisine': 'pizza;regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2084835952,cp_1785634470
803,803,46.0816764831543,11.046643257141112,no information specified,,playground,,ab_65539,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2084836472,cp_8394520678
804,804,46.09233093261719,11.11766529083252,no information specified,,parking,,ab_74708,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2096805946,cp_1486846324
805,805,46.0672492980957,11.165337562561035,guidepost,,information,,ab_19745,'Borino',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257347,cp_2539612384
806,806,46.0438117980957,11.177621841430664,guidepost,,information,,ab_1826,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2111257356,cp_7433630414
807,807,46.05172729492188,11.184127807617188,no information specified,,picnic_site,,ab_45370,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2111257359,cp_9461123107
808,808,46.05881118774414,11.185693740844728,guidepost,,information,,ab_25637,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257414,cp_1149952030
809,809,46.05926132202149,11.185985565185549,guidepost,,information,,ab_5054,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257419,cp_1014802656
810,810,46.05941390991211,11.185978889465332,guidepost,,information,,ab_30624,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257425,cp_2658306950
811,811,46.06022262573242,11.185117721557615,guidepost,,information,,ab_10311,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257441,cp_7285734310
812,812,46.06295776367188,11.18526840209961,guidepost,,information,,ab_58755,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257461,cp_7876094290
813,813,46.06331253051758,11.182977676391602,guidepost,,information,,ab_31180,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257477,cp_6026486999
814,814,46.06386566162109,11.18463897705078,guidepost,,information,,ab_4397,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257504,cp_6084929151
815,815,46.0667610168457,11.17502498626709,guidepost,,information,,ab_10150,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257518,cp_7206440341
816,816,46.067832946777344,11.16773796081543,guidepost,,information,,ab_13665,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2111257522,cp_8697867580
817,817,46.00173568725586,11.124411582946776,no information specified,,restaurant,,ab_20922,'Mensa Risto 3',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2119128327,cp_2799515622
818,818,46.004390716552734,11.132240295410156,no information specified,,guest_house,,ab_30941,'La decima',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2119128369,cp_8683822570
819,819,46.05751037597656,11.132257461547852,no information specified,,cafe,,ab_73620,'27 bar',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2150444589,cp_5713686141
820,820,46.07276153564453,11.122777938842772,no information specified,,guest_house,False,ab_56144,'Bed & Breakfast Nettuno',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2195327578,cp_9074892909
821,821,46.069583892822266,11.119420051574709,no information specified,,guest_house,,ab_2347,'B&B Eden',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2195683493,cp_9084259504
822,822,46.05818176269531,11.132852554321287,no information specified,,cafe,,ab_2586,'Minibar',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2197903913,cp_9286347187
823,823,46.04804992675781,11.12781047821045,no information specified,,parking,,ab_64304,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2235776606,cp_7754827608
824,824,46.05020904541016,11.13546657562256,no information specified,,parking,,ab_42688,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2238537144,cp_1514054797
825,825,46.09065628051758,11.113739013671877,no information specified,,parking,,ab_50502,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2239834907,cp_4985707612
826,826,46.025169372558594,11.111445426940918,no information specified,,parking,,ab_33018,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2245129113,cp_6230657145
827,827,46.025299072265625,11.110929489135742,no information specified,,parking,,ab_47644,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2245129114,cp_3933333641
828,828,46.03643035888672,11.110905647277832,no information specified,,playground,,ab_7174,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2245129478,cp_6999029389
829,829,46.03823852539063,11.123106002807615,no information specified,Mo-Su 06:00-19:00,cafe,,ab_32485,'Eni Bar',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2250996518,cp_7615440294
830,830,46.07338333129883,11.11755657196045,no information specified,,parking,,ab_26008,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2275120557,cp_5659696185
831,831,46.08629608154297,11.132646560668944,no information specified,,pitch,,ab_96900,,soccer,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2301965189,cp_5537100339
832,832,46.10372924804688,11.108449935913086,no information specified,,cafe,,ab_2314,'Bar Sorriso',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2311431854,cp_7398367541
833,833,46.0561752319336,11.121225357055664,no information specified,,cafe,,ab_57093,'Blue Angel',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2314952904,cp_6283404024
834,834,46.056243896484375,11.122551918029783,no information specified,,cafe,,ab_46841,'Girasole',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2344162329,cp_6826362202
835,835,46.02046203613281,11.042189598083496,guidepost,,information,,ab_28626,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2345342898,cp_1161658039
836,836,46.10651779174805,11.108569145202637,no information specified,,restaurant,,ab_91152,'Capitol 2',,,"{'cuisine': 'pizza;regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2351214881,cp_3753024991
837,837,46.10601425170898,11.108220100402832,no information specified,,cafe,,ab_94857,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2351214905,cp_5415037407
838,838,46.07576751708984,11.125042915344238,no information specified,,guest_house,,ab_33493,'B&B La Malvasia',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2365638497,cp_5494139545
839,839,46.073036193847656,11.125323295593262,no information specified,,social_facility,,ab_91410,'HandyCrea',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2366103945,cp_3696078587
840,840,46.03717422485352,11.107640266418455,no information specified,,cafe,,ab_11617,'Agorà',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2367807122,cp_6394472375
841,841,46.06690979003906,11.117198944091797,no information specified,"Mo-Fr 11:45-14:30, 18:45-20:30",food_court,,ab_81092,'Mensa Tommaso Gar',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2375029012,cp_5058744600
842,842,46.07670593261719,11.119242668151855,no information specified,,cafe,,ab_5607,'Bottega del Caffè Dersut',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2383255946,cp_2184245185
843,843,46.07139205932617,11.11086654663086,no information specified,,viewpoint,,ab_37721,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2384408131,cp_5163827313
844,844,46.07140350341797,11.111339569091797,no information specified,,viewpoint,,ab_81194,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2384411130,cp_9932101207
845,845,46.07268142700195,11.112348556518556,no information specified,,picnic_table,,ab_80620,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2384491343,cp_1067759702
846,846,46.07291030883789,11.11174774169922,no information specified,,picnic_table,,ab_53823,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2384492602,cp_9367041771
847,847,46.07265090942383,11.113250732421877,no information specified,,picnic_table,,ab_99129,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2384497812,cp_5248817116
848,848,46.07242584228516,11.11314296722412,no information specified,,picnic_table,,ab_31142,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2384502484,cp_1334513570
849,849,46.04761505126953,11.131760597229004,no information specified,,picnic_table,,ab_89735,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2387139121,cp_3245575688
850,850,46.11165618896485,11.07750415802002,guidepost,,information,,ab_85288,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2387785815,cp_5771340853
851,851,46.10321044921875,11.0784273147583,no information specified,,picnic_site,,ab_62361,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2390829950,cp_6156231740
852,852,46.085899353027344,11.065659523010254,no information specified,,parking,,ab_2694,,,3,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2390850736,cp_2147147165
853,853,46.08827209472656,11.065796852111816,no information specified,,parking,,ab_43502,,,15,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2390854076,cp_9321242949
854,854,46.0865478515625,11.063803672790527,no information specified,,parking,,ab_4240,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2390855639,cp_2031581862
855,855,46.08761596679688,11.065926551818848,no information specified,,playground,,ab_92423,"""Giardino dalle Mele d'Oro""",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2390868406,cp_6507911739
856,856,46.050174713134766,11.18621063232422,no information specified,,viewpoint,,ab_26202,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2391542738,cp_1872709961
857,857,46.04328536987305,11.187814712524414,no information specified,,viewpoint,,ab_14762,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2391566411,cp_7040609548
858,858,46.06220626831055,11.114761352539062,no information specified,"Tu-Su 07:00-20:30, Mo 07:00-15:00",restaurant,,ab_40723,'Le Albere Cafè',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2397156968,cp_8172403540
859,859,46.07124328613281,11.14111328125,no information specified,,pitch,,ab_53610,,table_tennis,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2400836727,cp_8503646010
860,860,46.06095123291016,11.113750457763672,no information specified,,playground,,ab_95893,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2400890791,cp_6074404655
861,861,46.062965393066406,11.1131591796875,no information specified,,artwork,,ab_40775,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2400890803,cp_7995587578
862,862,46.0607795715332,11.113130569458008,no information specified,,playground,,ab_56015,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2401283352,cp_2848729451
863,863,46.06658935546875,11.150213241577148,no information specified,Mo-Fr 08:00-16:00,cafe,,ab_54475,'Bar Povo 1',,,"{'cuisine': 'coffee_shop;burger', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2411091303,cp_5120999087
864,864,46.06794738769531,11.15111255645752,no information specified,Mo-Fr 08:00-16:00,cafe,,ab_92016,'bar FBK',,,"{'cuisine': None, 'isVegetarian': 'yes', 'isVegan': 'no', 'isGlutenFree': None}",,2411091439,cp_5379223275
865,865,46.05804443359375,11.184768676757812,no information specified,,viewpoint,,ab_19587,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2412292759,cp_7780757432
866,866,46.05401611328125,11.18204402923584,guidepost,,information,,ab_30078,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2412292760,cp_9460160207
867,867,46.05101776123047,11.185383796691896,no information specified,,picnic_table,,ab_88974,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2412292761,cp_3362623020
868,868,46.1031494140625,11.07860279083252,guidepost,,information,,ab_10073,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2414708798,cp_2955532766
869,869,46.07955551147461,11.030521392822266,guidepost,,information,,ab_26934,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,2414725163,cp_8200029142
870,870,46.06486129760742,11.113981246948242,no information specified,,cafe,False,ab_56299,'Bar Stadio',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2437097540,cp_9196853110
871,871,46.06507110595703,11.114215850830078,no information specified,,dance,,ab_39647,'Scuola di Ballo',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2467486946,cp_6555658560
872,872,46.06743240356445,11.117843627929688,no information specified,"Mo-Fr 07:30-21:00; Sa 07:30-14:30,17:00-21:00",cafe,,ab_5827,'Magna Laude',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2472335028,cp_1855239272
873,873,46.07487487792969,11.11469268798828,no information specified,,picnic_site,,ab_47307,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2491641319,cp_7015541493
874,874,46.07500457763672,11.11478328704834,no information specified,,playground,,ab_44527,'giardino Caio Valerio Mariano',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2491641322,cp_3461302964
875,875,46.01775741577149,11.105284690856934,no information specified,,playground,,ab_63267,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2504247000,cp_5178403769
876,876,46.07498550415039,11.114720344543455,no information specified,,picnic_site,,ab_4440,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2514024068,cp_1779913986
877,877,46.093238830566406,11.117816925048828,no information specified,,fitness_centre,,ab_13752,'Max Village Wellness Club',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2540969155,cp_8379160677
878,878,46.08382034301758,11.098615646362305,Cucina tipica trentina,"Mo Off; Tu-Sa 12:00-14:00, 19:00-22:00; Su 12:00-14:00",restaurant,,ab_30374,'Maso Finisterre',,,"{'cuisine': 'regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2556841544,cp_5955891359
879,879,46.05978775024414,11.11571979522705,no information specified,,fitness_centre,,ab_87865,"""Palestra Defant's Club""",fitness,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2562276626,cp_9677322272
880,880,46.09245681762695,11.132917404174805,no information specified,,playground,,ab_18286,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2565505937,cp_3968091561
881,881,46.06742477416992,11.128565788269045,no information specified,,government,,ab_53677,'Agenzia Provinciale Coesione Sociale Famiglia e Natalità',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2574702063,cp_6870397840
882,882,46.062198638916016,11.115260124206545,no information specified,,restaurant,,ab_33631,"""Shi's""",,,"{'cuisine': 'japanese', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2578549625,cp_7615571317
883,883,46.01733016967773,11.047139167785645,no information specified,,parking,,ab_22111,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2581639835,cp_3772004255
884,884,46.01735305786133,11.04669952392578,no information specified,,parking,,ab_9566,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2581639836,cp_7928234859
885,885,46.088523864746094,11.11758041381836,no information specified,"Mo-Su 11:30-14:30,18:30-23:30",restaurant,,ab_10684,'Wok For You',,,"{'cuisine': 'chinese;japanese;sushi', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2589666378,cp_3699240698
886,886,46.131778717041016,11.139421463012695,no information specified,"Mo,Tu off; We-Fr 18:30-23:00; Sa 12:00-15:30,18:30-23:00; Th 12:00-15:30",restaurant,False,ab_34174,'Agritur alle Gorghe',,50,"{'cuisine': 'regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': 'yes'}",,2621304850,cp_8067251565
887,887,46.0751838684082,11.124937057495115,no information specified,"Tu-Sa 12:00-15:00,18:30-23:00; Su 18:30-23:00",restaurant,,ab_76436,'Zushi',,,"{'cuisine': 'japanese', 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,2637298757,cp_2071192787
888,888,46.06011199951172,11.115192413330078,no information specified,,apartment,,ab_64571,'Komodo',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2657746429,cp_8151444382
889,889,46.06294631958008,11.113784790039062,no information specified,,artwork,,ab_20678,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2665784876,cp_9911695669
890,890,46.071563720703125,11.124876022338867,no information specified,,restaurant,,ab_95628,'Locanda Le Due Travi',,,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2673313358,cp_6752088223
891,891,46.121238708496094,11.0930814743042,no information specified,,cafe,,ab_59977,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2700342055,cp_2510987023
892,892,46.0688362121582,11.128758430480955,no information specified,"Mo-Fr 11:00-15:00,19:00-21:00",pub,,ab_55992,'Il Circolino',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,2706066321,cp_6223241948
