,Unnamed: 0,Unnamed: 0.1,city,country,housenumber,postcode,street,region,osm_ID,has_latitude,has_longitude,has_province,has_administrativeArea
230,230,230,Trento,it,13,38122.0,Piazza di Fiera,Trentino-Alto Adige,269193730,46.06476974487305,11.1234130859375,TN,22205
231,231,231,Trento,it,16,38122.0,Via Santa Croce,Trentino-Alto Adige,269193732,46.06447982788086,11.123230934143066,TN,22205
232,232,232,Trento,it,92,38122.0,Via del Suffragio,Trentino-Alto Adige,269512908,46.07072830200195,11.124653816223145,TN,22205
233,233,233,,it,,,,Trentino-Alto Adige,270721080,46.06576156616211,11.136981010437012,TN,22205
234,234,234,,it,,,,Trentino-Alto Adige,272762419,46.01945877075195,11.105284690856934,TN,22205
235,235,235,,it,,,,Trentino-Alto Adige,274233033,46.07114791870117,11.185904502868652,TN,22205
236,236,236,,it,,,,Trentino-Alto Adige,275986622,46.01973342895508,11.108115196228027,TN,22205
237,237,237,,it,,,,Trentino-Alto Adige,275988553,46.01673126220703,11.107073783874512,TN,22205
238,238,238,,it,,,,Trentino-Alto Adige,276691077,46.01179504394531,11.105475425720217,TN,22205
239,239,239,,it,,,,Trentino-Alto Adige,277085517,46.01573944091797,11.105806350708008,TN,22205
240,240,240,,it,,,,Trentino-Alto Adige,277087207,46.0178337097168,11.10744571685791,TN,22205
241,241,241,,it,,,,Trentino-Alto Adige,277087562,46.01913070678711,11.104949951171877,TN,22205
242,242,242,,it,,,,Trentino-Alto Adige,277934516,46.0709114074707,11.189905166625977,TN,22205
