,Unnamed: 0,Unnamed: 0.1,city,country,housenumber,postcode,street,region,osm_ID,has_latitude,has_longitude,has_province,has_administrativeArea
243,243,243,,it,,,,Trentino-Alto Adige,277935176,46.067474365234375,11.184715270996094,TN,22205
244,244,244,,it,,,,Trentino-Alto Adige,279462366,46.06622695922852,11.156039237976074,TN,22205
245,245,245,,it,,,,Trentino-Alto Adige,279578864,46.01767349243164,11.105069160461426,TN,22205
246,246,246,,it,,,,Trentino-Alto Adige,282421622,46.09129333496094,11.166438102722168,TN,22205
247,247,247,,it,,,,Trentino-Alto Adige,282793806,46.13203430175781,11.141654014587402,TN,22205
248,248,248,,it,,,,Trentino-Alto Adige,282793809,46.131797790527344,11.141878128051758,TN,22205
249,249,249,Trento,it,10,38123.0,Via Sommarive,Trentino-Alto Adige,288938675,46.06475830078125,11.150452613830566,TN,22205
250,250,250,Povo,it,14,38123.0,Piazza Giannatonio Manci,Trentino-Alto Adige,289225782,46.06612396240234,11.15481948852539,TN,22205
251,251,251,,it,,,,Trentino-Alto Adige,289245103,46.06029891967773,11.158148765563965,TN,22205
252,252,252,,it,,,,Trentino-Alto Adige,290675889,46.02384948730469,11.180241584777832,TN,22205
253,253,253,Cognola,it,2,38122.0,Piazza dell'Argentario,Trentino-Alto Adige,292004245,46.07697296142578,11.141749382019045,TN,22205
254,254,254,Trento,it,36,38121.0,Via San Vito,Trentino-Alto Adige,292021580,46.07527160644531,11.13790225982666,TN,22205
255,255,255,,it,,,,Trentino-Alto Adige,292021803,46.0760498046875,11.146743774414062,TN,22205
256,256,256,,it,,,,Trentino-Alto Adige,293333188,46.06932067871094,11.075325965881348,TN,22205
257,257,257,,it,,,,Trentino-Alto Adige,293333189,46.05065536499024,11.069311141967772,TN,22205
258,258,258,,it,,,,Trentino-Alto Adige,293333190,46.05016326904297,11.067954063415527,TN,22205
259,259,259,,it,,,,Trentino-Alto Adige,293333192,46.04823303222656,11.065044403076172,TN,22205
260,260,260,,it,,,,Trentino-Alto Adige,293333194,46.0429573059082,11.06399917602539,TN,22205
261,261,261,,it,,,,Trentino-Alto Adige,293333195,46.04452896118164,11.06091022491455,TN,22205
262,262,262,,it,,,,Trentino-Alto Adige,293333196,46.041542053222656,11.06017780303955,TN,22205
263,263,263,,it,,,,Trentino-Alto Adige,293338582,46.06504440307617,11.041987419128418,TN,22205
264,264,264,,it,,,,Trentino-Alto Adige,298086065,46.089115142822266,11.131258964538574,TN,22205
265,265,265,Martignano,it,12/6,38121.0,Via ai Bolleri,Trentino-Alto Adige,298086066,46.093971252441406,11.130589485168455,TN,22205
266,266,266,,it,,,,Trentino-Alto Adige,307213801,45.9627571105957,11.01158046722412,TN,22205
267,267,267,,it,,,,Trentino-Alto Adige,308828312,45.97666931152344,11.15127658843994,TN,22205
268,268,268,,it,,,,Trentino-Alto Adige,361378960,46.06135940551758,11.150179862976074,TN,22205
269,269,269,Trento,it,52,38122.0,Via Torre Verde,Trentino-Alto Adige,364822145,46.07114410400391,11.124173164367676,TN,22205
270,270,270,,it,,,,Trentino-Alto Adige,365499675,46.08648300170898,11.121068000793455,TN,22205
271,271,271,Trento,it,36,38121.0,Via dei Solteri,Trentino-Alto Adige,365499676,46.08723068237305,11.12135887145996,TN,22205
272,272,272,,it,,,,Trentino-Alto Adige,365500220,46.04070281982422,11.154743194580078,TN,22205
273,273,273,,it,,,,Trentino-Alto Adige,365500517,46.0540885925293,11.169154167175291,TN,22205
274,274,274,,it,,,,Trentino-Alto Adige,380875070,46.091434478759766,11.160911560058594,TN,22205
275,275,275,,it,,,,Trentino-Alto Adige,391038683,46.07389068603516,11.184059143066406,TN,22205
276,276,276,,it,,,,Trentino-Alto Adige,392387072,46.04288101196289,11.180010795593262,TN,22205
277,277,277,,it,71,,Via alla Ca,Trentino-Alto Adige,417327450,46.06456756591797,11.095208168029783,TN,22205
278,278,278,,it,,,,Trentino-Alto Adige,424308123,46.0532455444336,11.181929588317873,TN,22205
279,279,279,,it,,,,Trentino-Alto Adige,424453247,46.04315185546875,11.037962913513184,TN,22205
280,280,280,Trento,it,,38122.0,Largo Medaglie d'Oro,Trentino-Alto Adige,427941701,46.05796813964844,11.132525444030762,TN,22205
281,281,281,,it,,,,Trentino-Alto Adige,427963801,46.044918060302734,11.128463745117188,TN,22205
282,282,282,,it,,,,Trentino-Alto Adige,428313932,46.04830932617188,11.12391757965088,TN,22205
283,283,283,Trento,it,2/1,38123.0,Via la Clarina,Trentino-Alto Adige,428313995,46.05174255371094,11.127649307250977,TN,22205
284,284,284,,it,,,,Trentino-Alto Adige,428314033,46.04923629760742,11.1295804977417,TN,22205
285,285,285,,it,,,,Trentino-Alto Adige,428314137,46.04821014404297,11.12411880493164,TN,22205
286,286,286,Trento,it,9,38123.0,Via Enrico Fermi,Trentino-Alto Adige,428639276,46.047508239746094,11.126131057739258,TN,22205
287,287,287,Trento,it,62,38122.0,Via Gocciadoro,Trentino-Alto Adige,428644278,46.05600357055664,11.131473541259766,TN,22205
288,288,288,Trento,it,73,38123.0,Viale Verona,Trentino-Alto Adige,430531035,46.05632019042969,11.128761291503906,TN,22205
289,289,289,Trento,it,14,38123.0,Piazza Perini Quintilio,Trentino-Alto Adige,430543937,46.00675582885742,11.12857723236084,TN,22205
290,290,290,Trento,it,33/1,38122.0,Via Rodolfo Belenzani,Trentino-Alto Adige,430669783,46.06840133666992,11.121418952941896,TN,22205
291,291,291,,it,24,,Piazza Dante,Trentino-Alto Adige,430669788,46.07036972045898,11.12121295928955,TN,22205
292,292,292,Trento,it,36/2,38122.0,Via San Giovanni,Trentino-Alto Adige,430673952,46.06892776489258,11.119061470031738,TN,22205
293,293,293,Trento,it,15,38122.0,Via Prepositura,Trentino-Alto Adige,430673959,46.06907653808594,11.118671417236328,TN,22205
294,294,294,Trento,it,48,38122.0,Via Roma,Trentino-Alto Adige,430675313,46.06947708129883,11.119979858398438,TN,22205
295,295,295,Trento,it,86,38122.0,Via Giannantonio Manci,Trentino-Alto Adige,430690365,46.06991195678711,11.124310493469238,TN,22205
296,296,296,Trento,it,16,38123.0,Piazzale Europa,Trentino-Alto Adige,431475183,46.04060363769531,11.13290309906006,TN,22205
297,297,297,Trento,it,29,38121.0,Via Antonio Stoppani,Trentino-Alto Adige,431618063,46.07734680175781,11.120283126831056,TN,22205
298,298,298,,it,,,,Trentino-Alto Adige,431622346,46.07101058959961,11.117009162902832,TN,22205
299,299,299,Trento,it,39/4,38123.0,Via Roberto da Sanseverino,Trentino-Alto Adige,431648975,46.06499481201172,11.114105224609377,TN,22205
300,300,300,Trento,it,15/B,38122.0,Via Giuseppe Verdi,Trentino-Alto Adige,431658690,46.06657028198242,11.117168426513672,TN,22205
301,301,301,Trento,it,1,38122.0,Via degli Orti,Trentino-Alto Adige,431658709,46.06574249267578,11.121244430541992,TN,22205
302,302,302,Trento,it,19,38122.0,Via degli Orti,Trentino-Alto Adige,431658713,46.06558609008789,11.12226676940918,TN,22205
303,303,303,,it,148,,Via Milano,Trentino-Alto Adige,432473109,46.06357192993164,11.131049156188965,TN,22205
304,304,304,Trento,it,48,38122.0,Via Santa Croce,Trentino-Alto Adige,432480281,46.06398391723633,11.123347282409668,TN,22205
305,305,305,Trento,it,100,38121.0,Via Giambattista Unterveger,Trentino-Alto Adige,432873025,46.09454345703125,11.109881401062012,TN,22205
306,306,306,,it,,,,Trentino-Alto Adige,432987066,46.03774642944336,11.10538101196289,TN,22205
307,307,307,,it,,,,Trentino-Alto Adige,434165364,46.03452301025391,11.153945922851562,TN,22205
308,308,308,,it,,,,Trentino-Alto Adige,434165377,46.03913879394531,11.154175758361816,TN,22205
309,309,309,,it,,,,Trentino-Alto Adige,434165380,46.04104232788086,11.155292510986328,TN,22205
310,310,310,Trento,it,25,38122.0,Largo Giosuè Carducci,Trentino-Alto Adige,439912351,46.06843566894531,11.124621391296388,TN,22205
311,311,311,Trento,it,41,38122.0,Via Paolo Oss Mazzurana,Trentino-Alto Adige,439912423,46.06891632080078,11.122626304626465,TN,22205
312,312,312,,it,,,,Trentino-Alto Adige,441414833,46.04746627807617,11.145161628723145,TN,22205
313,313,313,Trento,it,40,,Via Mesiano,Trentino-Alto Adige,442218340,46.06680679321289,11.140582084655762,TN,22205
314,314,314,,it,,,,Trentino-Alto Adige,446773163,46.07175827026367,11.113531112670898,TN,22205
315,315,315,,it,,,,Trentino-Alto Adige,454219780,46.02056503295898,11.04226016998291,TN,22205
316,316,316,,it,,,,Trentino-Alto Adige,457107420,46.04524993896485,11.14963722229004,TN,22205
317,317,317,,it,,,,Trentino-Alto Adige,462257880,46.02312469482422,11.038593292236328,TN,22205
318,318,318,Trento,it,1,38122.0,Piazza Santa Teresa Verzeri,Trentino-Alto Adige,463189395,46.06757736206055,11.120266914367676,TN,22205
319,319,319,,it,,,,Trentino-Alto Adige,468069349,46.07609939575195,11.124073028564451,TN,22205
320,320,320,,it,,,,Trentino-Alto Adige,469206786,46.05375289916992,11.169840812683104,TN,22205
321,321,321,,it,,,,Trentino-Alto Adige,469206788,46.05204391479492,11.170937538146973,TN,22205
322,322,322,,it,,,,Trentino-Alto Adige,469206795,46.04172134399414,11.181706428527832,TN,22205
323,323,323,,it,,,,Trentino-Alto Adige,469206796,46.04840087890625,11.183282852172852,TN,22205
324,324,324,,it,,,,Trentino-Alto Adige,469206797,46.04999923706055,11.18496799468994,TN,22205
325,325,325,,it,,,,Trentino-Alto Adige,469206799,46.050907135009766,11.184489250183104,TN,22205
326,326,326,,it,,,,Trentino-Alto Adige,469206830,46.051029205322266,11.185395240783691,TN,22205
327,327,327,,it,,,,Trentino-Alto Adige,474779069,46.04447555541992,11.033751487731934,TN,22205
328,328,328,,it,,,,Trentino-Alto Adige,474779070,46.04497909545898,11.034229278564451,TN,22205
329,329,329,,it,,,,Trentino-Alto Adige,474779072,46.045188903808594,11.034136772155762,TN,22205
330,330,330,,it,,,,Trentino-Alto Adige,474779074,46.04179763793945,11.037330627441406,TN,22205
331,331,331,,it,,,,Trentino-Alto Adige,474779075,46.043060302734375,11.038509368896484,TN,22205
332,332,332,,it,,,,Trentino-Alto Adige,474779079,46.04376983642578,11.038569450378418,TN,22205
333,333,333,,it,,,,Trentino-Alto Adige,474779080,46.046993255615234,11.04308795928955,TN,22205
334,334,334,,it,,,,Trentino-Alto Adige,474779168,46.05400466918945,11.041089057922363,TN,22205
335,335,335,,it,,,,Trentino-Alto Adige,474779169,46.05064010620117,11.046772956848145,TN,22205
336,336,336,,it,,,,Trentino-Alto Adige,474779171,46.05653381347656,11.061649322509766,TN,22205
337,337,337,Trento,it,1,38122.0,Via dei Ventuno,Trentino-Alto Adige,550687807,46.06982803344727,11.127410888671877,TN,22205
338,338,338,,it,,,,Trentino-Alto Adige,550687814,46.054290771484375,11.13302230834961,TN,22205
339,339,339,,it,,,,Trentino-Alto Adige,554177134,46.047393798828125,11.087862014770508,TN,22205
340,340,340,Trento,it,29,38122.0,Via Torre Verde,Trentino-Alto Adige,556679636,46.07195663452149,11.12444019317627,TN,22205
341,341,341,,it,,,,Trentino-Alto Adige,556932203,46.06414031982422,11.14805507659912,TN,22205
342,342,342,,it,,,,Trentino-Alto Adige,556932213,46.06196594238281,11.151573181152344,TN,22205
343,343,343,,it,,,,Trentino-Alto Adige,556978699,46.06731414794922,11.165980339050291,TN,22205
344,344,344,,it,,,,Trentino-Alto Adige,557149929,46.06787872314453,11.123148918151855,TN,22205
345,345,345,Trento,it,4,38122.0,Via delle Orne,Trentino-Alto Adige,557149998,46.06884002685547,11.121569633483888,TN,22205
346,346,346,Trento,it,5,38122.0,Via delle Orfane,Trentino-Alto Adige,557150086,46.06925964355469,11.120014190673828,TN,22205
347,347,347,Trento,it,34,38122.0,Piazza del Duomo,Trentino-Alto Adige,557150243,46.06754684448242,11.120908737182615,TN,22205
348,348,348,,it,,,,Trentino-Alto Adige,557150278,46.068336486816406,11.119847297668455,TN,22205
349,349,349,Trento,it,4,38122.0,Vicolo Colico,Trentino-Alto Adige,557169206,46.06868362426758,11.120248794555664,TN,22205
350,350,350,Trento,it,11/1,38122.0,Via Don Giovanni Battista Zanella,Trentino-Alto Adige,557197347,46.06745529174805,11.117881774902344,TN,22205
351,351,351,Trento,it,77,38122.0,Via Giuseppe Verdi,Trentino-Alto Adige,557197352,46.06692123413086,11.12063694000244,TN,22205
352,352,352,,it,,,,Trentino-Alto Adige,557992543,46.07182693481445,11.119355201721191,TN,22205
353,353,353,Trento,it,17,38122.0,Via delle Orfane,Trentino-Alto Adige,558528917,46.06893539428711,11.120061874389648,TN,22205
354,354,354,Trento,it,34,38122.0,Via del Travai,Trentino-Alto Adige,558621094,46.06449890136719,11.12119483947754,TN,22205
355,355,355,,it,,,,Trentino-Alto Adige,558628481,46.070194244384766,11.125069618225098,TN,22205
356,356,356,,it,,,,Trentino-Alto Adige,558628542,46.07305145263672,11.113516807556152,TN,22205
357,357,357,,it,,,,Trentino-Alto Adige,559245410,46.06515502929688,11.102514266967772,TN,22205
358,358,358,,it,,,,Trentino-Alto Adige,563398204,46.06778717041016,11.121268272399902,TN,22205
359,359,359,Trento,it,76,38122.0,Via Rodolfo Belenzani,Trentino-Alto Adige,563398639,46.06786346435547,11.121313095092772,TN,22205
360,360,360,,it,,,,Trentino-Alto Adige,563398648,46.06794738769531,11.121254920959473,TN,22205
361,361,361,Trento,it,20,38122.0,Via Malpaga,Trentino-Alto Adige,563754421,46.06850814819336,11.123405456542969,TN,22205
362,362,362,Trento,it,6,38122.0,Vicolo San Marco,Trentino-Alto Adige,563754485,46.06977081298828,11.125435829162598,TN,22205
363,363,363,Trento,it,13,38122.0,Piazza della Mostra,Trentino-Alto Adige,563754506,46.07109832763672,11.125843048095703,TN,22205
364,364,364,,it,,,,Trentino-Alto Adige,564836324,46.09039306640625,11.087020874023438,TN,22205
365,365,365,Trento,it,21,38122.0,Via Rodolfo Belenzani,Trentino-Alto Adige,570753040,46.06881332397461,11.121342658996582,TN,22205
366,366,366,Trento,it,14,38122.0,Via del Simonino,Trentino-Alto Adige,570818625,46.06853485107422,11.123724937438965,TN,22205
367,367,367,,it,,,,Trentino-Alto Adige,583525833,46.07429122924805,11.135143280029297,TN,22205
368,368,368,Trento,it,65,38122.0,Via alle Laste,Trentino-Alto Adige,583550447,46.07369995117188,11.134199142456056,TN,22205
369,369,369,,it,,,,Trentino-Alto Adige,600929993,46.07231140136719,11.077422142028809,TN,22205
370,370,370,,it,,,,Trentino-Alto Adige,660602729,46.07100677490234,11.122320175170898,TN,22205
371,371,371,,it,,,,Trentino-Alto Adige,669930692,46.03388595581055,11.138250350952148,TN,22205
372,372,372,,it,,,,Trentino-Alto Adige,669952247,46.03240966796875,11.13936710357666,TN,22205
373,373,373,,it,,,,Trentino-Alto Adige,670093037,46.03423690795898,11.141754150390623,TN,22205
374,374,374,,it,,,,Trentino-Alto Adige,676875507,46.03108978271485,11.186412811279297,TN,22205
375,375,375,,it,,,,Trentino-Alto Adige,676875508,46.03184509277344,11.18777561187744,TN,22205
376,376,376,,it,,,,Trentino-Alto Adige,678066076,46.07189178466797,11.162327766418455,TN,22205
377,377,377,,it,,,,Trentino-Alto Adige,704050053,46.07602691650391,11.12334442138672,TN,22205
378,378,378,,it,,,,Trentino-Alto Adige,711944361,46.09624099731445,11.130300521850586,TN,22205
379,379,379,,it,,,,Trentino-Alto Adige,711944435,46.09640121459961,11.130080223083496,TN,22205
380,380,380,,it,,,,Trentino-Alto Adige,711944462,46.099369049072266,11.132895469665527,TN,22205
381,381,381,,it,,,,Trentino-Alto Adige,711944490,46.0996208190918,11.132919311523438,TN,22205
382,382,382,,it,,,,Trentino-Alto Adige,711945433,46.09979248046875,11.139825820922852,TN,22205
383,383,383,,it,,,,Trentino-Alto Adige,711945436,46.09864044189453,11.142087936401367,TN,22205
384,384,384,,it,,,,Trentino-Alto Adige,712001430,46.099491119384766,11.144087791442873,TN,22205
385,385,385,,it,,,,Trentino-Alto Adige,725504526,46.090065002441406,11.123714447021484,TN,22205
386,386,386,,it,,,,Trentino-Alto Adige,725504534,46.09196090698242,11.124109268188477,TN,22205
387,387,387,,it,,,,Trentino-Alto Adige,726443028,46.07950210571289,11.114675521850586,TN,22205
388,388,388,,it,,,,Trentino-Alto Adige,727687470,46.09606552124024,11.128417015075684,TN,22205
389,389,389,,it,,,,Trentino-Alto Adige,727687472,46.095436096191406,11.1422119140625,TN,22205
390,390,390,,it,,,,Trentino-Alto Adige,727919858,46.09419631958008,11.125543594360352,TN,22205
391,391,391,,it,,,,Trentino-Alto Adige,737712224,46.03554916381836,11.104649543762209,TN,22205
392,392,392,,it,,,,Trentino-Alto Adige,737712441,46.03680419921875,11.105207443237305,TN,22205
393,393,393,,it,,,,Trentino-Alto Adige,737712460,46.033180236816406,11.097238540649414,TN,22205
394,394,394,,it,,,,Trentino-Alto Adige,737712480,46.033424377441406,11.10039520263672,TN,22205
395,395,395,,it,,,,Trentino-Alto Adige,737712516,46.03727722167969,11.107239723205566,TN,22205
396,396,396,,it,,,,Trentino-Alto Adige,759092725,46.09466171264648,11.07196044921875,TN,22205
397,397,397,,it,,,,Trentino-Alto Adige,762888948,46.02902221679688,11.164979934692385,TN,22205
398,398,398,,it,,,,Trentino-Alto Adige,762888952,46.03493118286133,11.154296875,TN,22205
399,399,399,,it,,,,Trentino-Alto Adige,762889044,46.02947998046875,11.1652193069458,TN,22205
400,400,400,,it,,,,Trentino-Alto Adige,762889086,46.02830505371094,11.16512680053711,TN,22205
401,401,401,,it,,,,Trentino-Alto Adige,762889091,46.03633117675781,11.151429176330566,TN,22205
402,402,402,,it,,,,Trentino-Alto Adige,762889120,46.03963851928711,11.15928077697754,TN,22205
403,403,403,,it,,,,Trentino-Alto Adige,762889129,46.03634262084961,11.154216766357422,TN,22205
404,404,404,,it,,,,Trentino-Alto Adige,762889170,46.03506851196289,11.151529312133787,TN,22205
405,405,405,,it,,,,Trentino-Alto Adige,762889203,46.03369903564453,11.16009521484375,TN,22205
406,406,406,,it,,,,Trentino-Alto Adige,764073197,46.061649322509766,11.091317176818848,TN,22205
407,407,407,,it,2,,Via Lodovico de Balzani,Trentino-Alto Adige,764073298,46.06422424316406,11.096343040466309,TN,22205
408,408,408,,it,,,,Trentino-Alto Adige,766088340,46.10419845581055,11.123380661010742,TN,22205
409,409,409,,it,,,,Trentino-Alto Adige,769072677,46.05599212646485,11.100350379943848,TN,22205
410,410,410,,it,,,,Trentino-Alto Adige,769072685,46.050514221191406,11.101564407348633,TN,22205
411,411,411,,it,,,,Trentino-Alto Adige,769072687,46.06365585327149,11.097708702087402,TN,22205
412,412,412,,it,,,,Trentino-Alto Adige,802196772,46.02696990966797,11.058716773986816,TN,22205
413,413,413,Trento,it,11,38122.0,Vicolo del Vò,Trentino-Alto Adige,811086967,46.07075881958008,11.12403392791748,TN,22205
414,414,414,Trento,it,38,38122.0,Via San Pietro,Trentino-Alto Adige,811086992,46.06918716430664,11.124276161193848,TN,22205
415,415,415,Trento,it,11,38122.0,Via Don Arcangelo Rizzi,Trentino-Alto Adige,811087041,46.06693649291992,11.12027072906494,TN,22205
416,416,416,,it,,,,Trentino-Alto Adige,811087095,46.06830596923828,11.116679191589355,TN,22205
417,417,417,,it,,,,Trentino-Alto Adige,811087138,46.07475662231445,11.12386417388916,TN,22205
418,418,418,,it,,,,Trentino-Alto Adige,822199030,46.06386947631836,11.123412132263184,TN,22205
419,419,419,,it,,,,Trentino-Alto Adige,850587203,46.02609634399414,11.18294906616211,TN,22205
420,420,420,Trento,it,15,38122.0,Via dei Paradisi,Trentino-Alto Adige,853801468,46.06633377075195,11.127476692199709,TN,22205
421,421,421,Trento,it,35,38122.0,Via Giuseppe Grazioli,Trentino-Alto Adige,853802056,46.06638717651367,11.130599975585938,TN,22205
422,422,422,,it,,,,Trentino-Alto Adige,853802341,46.066707611083984,11.12917709350586,TN,22205
423,423,423,Trento,it,73,38122.0,Via Giuseppe Grazioli,Trentino-Alto Adige,853802490,46.06587219238281,11.131909370422363,TN,22205
424,424,424,Trento,it,50,38122.0,Via Giuseppe Mazzini,Trentino-Alto Adige,853802748,46.0655403137207,11.12296199798584,TN,22205
425,425,425,,it,,,,Trentino-Alto Adige,858394232,46.06771469116211,11.125653266906738,TN,22205
426,426,426,,it,,,,Trentino-Alto Adige,859541353,46.09954833984375,11.119163513183594,TN,22205
427,427,427,,it,,,,Trentino-Alto Adige,861231425,46.07296752929688,11.12018871307373,TN,22205
428,428,428,,it,133,,Via Brescia,Trentino-Alto Adige,861289107,46.07306671142578,11.103894233703612,TN,22205
429,429,429,,it,,,,Trentino-Alto Adige,863819998,46.01731872558594,11.157930374145508,TN,22205
430,430,430,,it,,,,Trentino-Alto Adige,863821782,46.053993225097656,11.16917896270752,TN,22205
431,431,431,Trento,it,29,38122.0,Piazza del Duomo,Trentino-Alto Adige,865298453,46.06736755371094,11.120866775512695,TN,22205
432,432,432,Trento,it,35,38122.0,Via Camillo Benso Cavour,Trentino-Alto Adige,867377080,46.06803131103516,11.120702743530272,TN,22205
433,433,433,Trento,it,42,38122.0,Via Camillo Benso Cavour,Trentino-Alto Adige,867377406,46.06776428222656,11.120774269104004,TN,22205
434,434,434,,it,,,,Trentino-Alto Adige,867377432,46.0688591003418,11.120758056640623,TN,22205
435,435,435,Trento,it,56,38123.0,Corso III Novembre,Trentino-Alto Adige,867438907,46.06159591674805,11.123995780944824,TN,22205
436,436,436,Trento,it,2,38122.0,Corso III Novembre,Trentino-Alto Adige,867439110,46.06292724609375,11.123586654663086,TN,22205
437,437,437,Trento,it,40,38122.0,Corso III Novembre,Trentino-Alto Adige,867439156,46.061988830566406,11.123802185058594,TN,22205
438,438,438,Trento,it,29,38122.0,Corso III Novembre,Trentino-Alto Adige,867439213,46.06149673461914,11.124653816223145,TN,22205
439,439,439,,it,,,,Trentino-Alto Adige,869314139,46.0601692199707,11.113259315490724,TN,22205
440,440,440,,it,,,,Trentino-Alto Adige,871837362,46.08356857299805,11.17451286315918,TN,22205
441,441,441,Trento,it,47,38122.0,Via Rodolfo Belenzani,Trentino-Alto Adige,874276711,46.06806564331055,11.121479034423828,TN,22205
442,442,442,,it,,,,Trentino-Alto Adige,874501172,46.07260513305664,11.120288848876951,TN,22205
443,443,443,,it,,,,Trentino-Alto Adige,877620656,46.0654182434082,11.1231689453125,TN,22205
444,444,444,Trento,it,19,38122.0,Via Antonio Rosmini,Trentino-Alto Adige,877620681,46.06793975830078,11.119074821472168,TN,22205
445,445,445,Trento,it,1/4,38122.0,Via Francesco Petrarca,Trentino-Alto Adige,877621024,46.07328414916992,11.124237060546877,TN,22205
446,446,446,,it,,,,Trentino-Alto Adige,880590750,46.07350540161133,11.120290756225586,TN,22205
447,447,447,,it,,,,Trentino-Alto Adige,880590806,46.07174301147461,11.121200561523438,TN,22205
448,448,448,Trento,it,20/1,38122.0,Via Giannantonio Manci,Trentino-Alto Adige,880591016,46.06973648071289,11.12221336364746,TN,22205
449,449,449,Trento,it,5,38122.0,Piazzetta Bruno Lunelli,Trentino-Alto Adige,885669886,46.06947326660156,11.125216484069824,TN,22205
450,450,450,Trento,it,6,38122.0,Vicolo della S.A.T.,Trentino-Alto Adige,885669909,46.07047271728516,11.123143196105955,TN,22205
451,451,451,Trento,it,10,38122.0,Piazzetta Anfiteatro,Trentino-Alto Adige,885670117,46.0692253112793,11.125534057617188,TN,22205
452,452,452,,it,,,,Trentino-Alto Adige,888057089,46.06634140014648,11.175214767456056,TN,22205
453,453,453,Trento,it,39,38122.0,Via Mantova,Trentino-Alto Adige,888452672,46.06764602661133,11.124109268188477,TN,22205
454,454,454,Trento,it,3,38122.0,Vicolo dell'Adige,Trentino-Alto Adige,888452700,46.07085037231445,11.123564720153809,TN,22205
455,455,455,Trento,it,19,38121.0,"Piazza del ""Tridente""",Trentino-Alto Adige,888671469,46.08649063110352,11.119877815246582,TN,22205
456,456,456,Trento,it,260/C,38121.0,Via del Brennero,Trentino-Alto Adige,888671476,46.0863151550293,11.118727684020996,TN,22205
457,457,457,Trento,it,57,38122.0,Via Fratelli Perini,Trentino-Alto Adige,890516959,46.06014251708984,11.120509147644045,TN,22205
458,458,458,Trento,it,5,38122.0,Via Monsignor Celestino Endrici,Trentino-Alto Adige,890516992,46.06048202514648,11.121834754943848,TN,22205
459,459,459,Trento,it,131,38122.0,Via Fratelli Perini,Trentino-Alto Adige,890517019,46.06038665771485,11.12168788909912,TN,22205
460,460,460,Trento,it,35,38122.0,Via Dietro le Mura A,Trentino-Alto Adige,892579043,46.06550216674805,11.12464714050293,TN,22205
461,461,461,,it,,,,Trentino-Alto Adige,893551356,46.05741882324219,11.12635898590088,TN,22205
462,462,462,,it,,,,Trentino-Alto Adige,894044597,46.07449722290039,11.122780799865724,TN,22205
463,463,463,Trento,it,42,38121.0,Via Padre Emilio Chiocchetti,Trentino-Alto Adige,895945447,46.09419631958008,11.118745803833008,TN,22205
464,464,464,,it,,,,Trentino-Alto Adige,904488797,46.00929641723633,11.043197631835938,TN,22205
465,465,465,,it,,,,Trentino-Alto Adige,904488852,46.01559829711914,11.038656234741213,TN,22205
466,466,466,,it,,,,Trentino-Alto Adige,904488899,45.99606323242188,11.044498443603516,TN,22205
467,467,467,,it,,,,Trentino-Alto Adige,904488904,46.00772857666016,11.040693283081056,TN,22205
468,468,468,,it,,,,Trentino-Alto Adige,904488931,45.99087142944336,11.039446830749512,TN,22205
469,469,469,,it,,,,Trentino-Alto Adige,904488995,46.01557540893555,11.038689613342283,TN,22205
470,470,470,,it,,,,Trentino-Alto Adige,904489036,46.0157470703125,11.03835105895996,TN,22205
471,471,471,,it,,,,Trentino-Alto Adige,904489123,46.00624847412109,11.039005279541016,TN,22205
472,472,472,,it,,,,Trentino-Alto Adige,904489162,46.02008056640625,11.043200492858888,TN,22205
473,473,473,,it,,,,Trentino-Alto Adige,904489232,45.9898796081543,11.039239883422852,TN,22205
474,474,474,,it,,,,Trentino-Alto Adige,904489249,45.991249084472656,11.039688110351562,TN,22205
475,475,475,,it,,,,Trentino-Alto Adige,904489265,46.02017974853516,11.04326629638672,TN,22205
476,476,476,,it,,,,Trentino-Alto Adige,904489291,45.98922348022461,11.036324501037598,TN,22205
477,477,477,,it,,,,Trentino-Alto Adige,904489372,45.9890022277832,11.035049438476562,TN,22205
478,478,478,Trento,it,10,38122.0,Via Calepina,Trentino-Alto Adige,906968983,46.06678771972656,11.122673034667969,TN,22205
479,479,479,Trento,it,123,38122.0,Via Venezia,Trentino-Alto Adige,909818124,46.06972885131836,11.136301040649414,TN,22205
480,480,480,Trento,it,79,38122.0,Via dei Giardini,Trentino-Alto Adige,909818329,46.07264709472656,11.13807201385498,TN,22205
481,481,481,Trento,it,22,38122.0,Via alle Laste,Trentino-Alto Adige,914014133,46.07342147827149,11.134002685546877,TN,22205
482,482,482,Trento,it,76,38122.0,Corso III Novembre,Trentino-Alto Adige,920773541,46.06123733520508,11.124349594116213,TN,22205
483,483,483,Trento,it,179,38122.0,Via Fratelli Perini,Trentino-Alto Adige,920773584,46.060916900634766,11.124345779418944,TN,22205
484,484,484,,it,,,,Trentino-Alto Adige,920866176,46.05524826049805,11.12592315673828,TN,22205
485,485,485,,it,,,,Trentino-Alto Adige,921665534,46.07199096679688,11.1206693649292,TN,22205
486,486,486,,it,,,,Trentino-Alto Adige,923131963,46.06515121459961,11.12327003479004,TN,22205
487,487,487,,it,,,,Trentino-Alto Adige,923132207,46.07192611694336,11.119726181030272,TN,22205
488,488,488,,it,,,,Trentino-Alto Adige,927013404,46.08907318115234,11.12993049621582,TN,22205
489,489,489,,it,,,,Trentino-Alto Adige,927359291,46.06666946411133,11.12110996246338,TN,22205
