,has_latitude,has_longitude,address,information,opening_hours,facility_type,smoking,architecturalBarriers,name,sport,has_capacity,menu,hiking,osm_ID,has_contactPoint
332,46.04376983642578,11.038569450378418,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779079,cp_9006755358
333,46.046993255615234,11.04308795928955,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779080,cp_1936290738
334,46.05400466918945,11.041089057922363,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779168,cp_7981125444
335,46.05064010620117,11.046772956848145,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779169,cp_3355246195
336,46.05653381347656,11.061649322509766,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,474779171,cp_8700751798
337,46.069828033447266,11.127410888671875,"{'city': 'Trento', 'country': 'IT', 'housenumber': '1', 'postcode': '38122', 'street': 'Via dei Ventuno', 'region': 'Trentino-Alto Adige'}",no information specified,Tu-Sa 22:00-3:00,pub,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'H/àkka/', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,550687807,cp_2133126144
338,46.054290771484375,11.13302230834961,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,fitness_centre,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Palestra Trim', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,550687814,cp_3771583998
339,46.047393798828125,11.087862014770508,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,554177134,cp_3838668533
340,46.071956634521484,11.12444019317627,"{'city': 'Trento', 'country': 'IT', 'housenumber': '29', 'postcode': '38122', 'street': 'Via Torre Verde', 'region': 'Trentino-Alto Adige'}",presenti ascensori per carrozzina ma necessitano di chiamata del personale,"Tu-Su 12:00-14:30,19:00-02:00; Sa 19:00-02:00",restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Ristorante Pizzeria Green Tower', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza;regional', 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,556679636,cp_2864618456
341,46.06414031982422,11.148055076599121,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,556932203,cp_8088567829
342,46.06196594238281,11.151573181152344,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,guest_house,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Cantina Ester', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,556932213,cp_4922542156
343,46.06731414794922,11.165980339050293,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,playground,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,556978699,cp_1220783016
344,46.06787872314453,11.123148918151855,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,playground,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557149929,cp_8448295507
345,46.06884002685547,11.121569633483887,"{'city': 'Trento', 'country': 'IT', 'housenumber': '4', 'postcode': '38122', 'street': 'Via delle Orne', 'region': 'Trentino-Alto Adige'}",no information specified,Mo-Su 11:30-23:30,restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Ristorante Pizzeria Chistè', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'neapolitan;pizza;fish', 'isVegetarian': 'yes', 'isVegan': None, 'isGlutenFree': None}",,557149998,cp_9193205025
346,46.06925964355469,11.120014190673828,"{'city': 'Trento', 'country': 'IT', 'housenumber': '5', 'postcode': '38122', 'street': 'Via delle Orfane', 'region': 'Trentino-Alto Adige'}",no information specified,,cafe,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Dersut Caffè', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557150086,cp_9952826862
347,46.06754684448242,11.120908737182617,"{'city': 'Trento', 'country': 'IT', 'housenumber': '34', 'postcode': '38122', 'street': 'Piazza del Duomo', 'region': 'Trentino-Alto Adige'}",no information specified,,cafe,,"{'levelAccessibility': 'limited', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Caffè 34', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557150243,cp_9828406403
348,46.068336486816406,11.119847297668457,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,"Mo-Sa 12:00-14:30,19:00-24:00",restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': ""Rosa D'Oro"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'regional;pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557150278,cp_5026571462
349,46.06868362426758,11.120248794555664,"{'city': 'Trento', 'country': 'IT', 'housenumber': '4', 'postcode': '38122', 'street': 'Vicolo Colico', 'region': 'Trentino-Alto Adige'}",no information specified,,hotel,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Accademia', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557169206,cp_9461003258
350,46.06745529174805,11.117881774902344,"{'city': 'Trento', 'country': 'IT', 'housenumber': '11/1', 'postcode': '38122', 'street': 'Via Don Giovanni Battista Zanella', 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Orient', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'chinese;japanese;thai', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557197347,cp_6301518241
351,46.06692123413086,11.120636940002441,"{'city': 'Trento', 'country': 'IT', 'housenumber': '77', 'postcode': '38122', 'street': 'Via Giuseppe Verdi', 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Al Duomo', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557197352,cp_4654648613
352,46.07182693481445,11.119355201721191,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,taxi,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557992543,cp_2881594709
353,46.06893539428711,11.120061874389648,"{'city': 'Trento', 'country': 'IT', 'housenumber': '17', 'postcode': '38122', 'street': 'Via delle Orfane', 'region': 'Trentino-Alto Adige'}",no information specified,Mo-Fr 07:00-19:30; Sa 07:00-13:00,cafe,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Bar Orchidea', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558528917,cp_1226401437
354,46.06449890136719,11.121194839477539,"{'city': 'Trento', 'country': 'IT', 'housenumber': '34', 'postcode': '38122', 'street': 'Via del Travai', 'region': 'Trentino-Alto Adige'}",no information specified,,cafe,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Bar Roby', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558621094,cp_4664937340
355,46.070194244384766,11.125069618225098,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Antica Trattoria Due Mori', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558628481,cp_8393112148
356,46.07305145263672,11.113516807556152,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,558628542,cp_7378949908
357,46.065155029296875,11.102514266967773,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,559245410,cp_4965957279
358,46.067787170410156,11.121268272399902,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,hotel,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': ""For wheelchair users, don't bother. No lift, tight stairs. Bathrooms inaccessible, either.""}","{'has_officialName': 'Albergo Venezia', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563398204,cp_9111996921
359,46.06786346435547,11.121313095092773,"{'city': 'Trento', 'country': 'IT', 'housenumber': '76', 'postcode': '38122', 'street': 'Via Rodolfo Belenzani', 'region': 'Trentino-Alto Adige'}",no information specified,,hotel,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': ""Garnì Aquila d'Oro"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563398639,cp_5680668479
360,46.06794738769531,11.121254920959473,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,hotel,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Albergo Venezia', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563398648,cp_5152311867
361,46.06850814819336,11.123405456542969,"{'city': 'Trento', 'country': 'IT', 'housenumber': '20', 'postcode': '38122', 'street': 'Via Malpaga', 'region': 'Trentino-Alto Adige'}",no information specified,,cafe,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Moki', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563754421,cp_7126032253
362,46.06977081298828,11.125435829162598,"{'city': 'Trento', 'country': 'IT', 'housenumber': '6', 'postcode': '38122', 'street': 'Vicolo San Marco', 'region': 'Trentino-Alto Adige'}",no information specified,"Mo-Sa 12:00-14:30,18:00-24:00",restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Alla Grotta', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza;regional', 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,563754485,cp_7246033950
363,46.07109832763672,11.125843048095703,"{'city': 'Trento', 'country': 'Italy', 'housenumber': '13', 'postcode': '38122', 'street': 'Piazza della Mostra', 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': 'no', 'accessibilityDescription': None}","{'has_officialName': 'Alla Mostra', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza;italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,563754506,cp_2326254741
364,46.09039306640625,11.087020874023438,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,564836324,cp_8040625357
365,46.06881332397461,11.121342658996582,"{'city': 'Trento', 'country': 'IT', 'housenumber': '21', 'postcode': '38122', 'street': 'Via Rodolfo Belenzani', 'region': 'Trentino-Alto Adige'}",no information specified,"Mo,We-Fr 07:00-19:30; Sa 07:30-19:30; Su 07:30-13:00",cafe,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Pasticceria Caffetteria""Casa del Cioccolato""', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,570753040,cp_6791112500
366,46.06853485107422,11.123724937438965,"{'city': 'Trento', 'country': 'IT', 'housenumber': '14', 'postcode': '38122', 'street': 'Via del Simonino', 'region': 'Trentino-Alto Adige'}",no information specified,"Mo-Su 11:30-14:00,18:30-22:00",restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': 'yes', 'accessibilityDescription': None}","{'has_officialName': ""Ca' dei Gobj - Ristorante Birreria"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza;regional', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,570818625,cp_3211122279
367,46.07429122924805,11.135143280029297,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,parking,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,583525833,cp_3610213216
368,46.073699951171875,11.134199142456055,"{'city': 'Trento', 'country': 'IT', 'housenumber': '65', 'postcode': '38122', 'street': 'Via alle Laste', 'region': 'Trentino-Alto Adige'}",no information specified,"Mo-Su 11:30-14:00,18:30-23:00; Tu off",restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Pizzeria Laste', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,583550447,cp_1883570641
369,46.07231140136719,11.077422142028809,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,600929993,cp_9558014631
370,46.071006774902344,11.122320175170898,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Clesio', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,660602729,cp_1610649276
371,46.03388595581055,11.138250350952148,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,669930692,cp_8075386945
372,46.03240966796875,11.13936710357666,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,669952247,cp_6680750754
373,46.034236907958984,11.141754150390625,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,670093037,cp_5407581451
374,46.031089782714844,11.186412811279297,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Piani di Vigo', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,676875507,cp_7122782773
375,46.03184509277344,11.187775611877441,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,676875508,cp_8205323605
376,46.07189178466797,11.162327766418457,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,playground,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,678066076,cp_6172989856
377,46.076026916503906,11.123344421386719,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,playground,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,704050053,cp_2286889187
378,46.09624099731445,11.130300521850586,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711944361,cp_7602849658
379,46.09640121459961,11.130080223083496,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711944435,cp_6755269259
380,46.099369049072266,11.132895469665527,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711944462,cp_7374700297
381,46.0996208190918,11.132919311523438,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711944490,cp_8734808736
382,46.09979248046875,11.139825820922852,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,711945433,cp_4546107141
383,46.09864044189453,11.142087936401367,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Stoi', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,711945436,cp_2680264668
384,46.099491119384766,11.144087791442871,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,712001430,cp_9808523090
385,46.090065002441406,11.123714447021484,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,725504526,cp_9045214916
386,46.09196090698242,11.124109268188477,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,725504534,cp_8961979986
387,46.07950210571289,11.114675521850586,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,playground,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,726443028,cp_8715117782
388,46.096065521240234,11.128417015075684,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,727687470,cp_8820048464
389,46.095436096191406,11.1422119140625,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,727687472,cp_8519895603
