,has_latitude,has_longitude,address,information,opening_hours,facility_type,smoking,architecturalBarriers,name,sport,has_capacity,menu,hiking,osm_ID,has_contactPoint
20,45.89918899536133,11.027949333190918,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,516509715,cp_1649210240
21,45.898956298828125,11.027665138244629,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,516509717,cp_9388590838
22,45.8624267578125,10.999490737915039,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",bicyclemap,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': ""Pista Ciclabile Valle dell'Adige"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,516509719,cp_6011427191
23,45.83891296386719,11.001465797424316,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",bicyclemap,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': ""Pista Ciclabile Valle dell'Adige"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,516520290,cp_9071410783
24,45.91416931152344,11.040568351745605,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",map,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': ""Pista Ciclabile Valle dell'Adige"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,524599074,cp_7349895879
25,45.85211944580078,11.010229110717773,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,playground,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,614868084,cp_7009318086
26,45.85438919067383,11.012250900268555,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",map,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Biotopo Lavini di Marco', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,614868158,cp_9811732007
27,45.85491180419922,11.014522552490234,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Torretta di avvistamento', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,614868257,cp_3505849410
28,45.856910705566406,11.019243240356445,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",board,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Biotopo Lavini di Marco', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,614868311,cp_1462412816
29,45.8524169921875,11.010878562927246,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,parking,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,614926907,cp_1669982670
30,45.85580825805664,11.018006324768066,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Torretta di avvistamento', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,618787853,cp_2306575547
31,45.862464904785156,11.033446311950684,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",map,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,618788142,cp_8576854649
32,45.89097595214844,11.034255027770996,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,taxi,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,648183974,cp_3692609267
33,45.88184356689453,11.024230003356934,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,664123464,cp_6125874122
34,45.88199234008789,11.024859428405762,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,664123468,cp_2373740612
35,45.84357833862305,11.008539199829102,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,cafe,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Mery', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,692740839,cp_6008054187
36,45.902130126953125,11.066655158996582,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,715298544,cp_7978493269
37,45.9041748046875,11.043258666992188,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Pizzeria Brione', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,777284830,cp_1241779468
38,45.89273452758789,11.04003620147705,"{'city': 'Rovereto', 'country': 'IT', 'housenumber': '20E', 'postcode': '38068', 'street': 'Via Paoli', 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Pizzeria Napoli', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,780142013,cp_7183842659
39,45.88872528076172,11.043112754821777,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,"Tu-Su 12:00-14:30,19:00-22:30",restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Sushi alla Roza', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'japanese', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,802269764,cp_7930162405
40,45.888370513916016,11.040579795837402,"{'city': 'Rovereto', 'country': 'IT', 'housenumber': '40', 'postcode': '38068', 'street': 'Via Dante Alighieri', 'region': 'Trentino-Alto Adige'}",no information specified,,cafe,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': ""Harry'S Bar"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,806751374,cp_6669234156
41,45.885318756103516,11.03002643585205,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Pizzeria Fucine', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,883455523,cp_5775573099
42,45.864437103271484,11.028525352478027,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,"Mo-We 11:45-14:30,19:00-23:00; Th,Fr 11:45-14:30,19:00-23:30; Sa 18:00-24:00",restaurant,False,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'La Brace', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'italian;pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,903941484,cp_5268930703
43,45.87255859375,11.024307250976562,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Ristorante alla Staffa', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,915652265,cp_1711994664
44,45.84086990356445,11.045178413391113,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,989258588,cp_2988226630
45,45.85215759277344,11.033161163330078,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",map,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,1126466839,cp_8024492722
46,45.85567855834961,11.026084899902344,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,1126466857,cp_1159291610
47,45.86088943481445,11.014381408691406,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",map,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Biotopo Lavini di Marco', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,1126515681,cp_2087804724
48,45.84551239013672,11.037425994873047,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",yes,1139425028,cp_1599711673
49,45.845767974853516,11.036543846130371,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",Orme di dinosauri,,attraction,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'sito paleontologico Lavini di Marco', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1139425226,cp_1077614169
50,45.9085578918457,11.040506362915039,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,hotel,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': ""Sant'Ilario"", 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1154395699,cp_4741250559
51,45.9084358215332,11.040458679199219,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Ristorante S.Ilario Pizzeria', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1154395707,cp_6999206497
52,45.894527435302734,11.043233871459961,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,picnic_site,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1172286405,cp_9001144921
53,45.84428024291992,11.049418449401855,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,viewpoint,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Vista sulla vallagarina da Malga Tof', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1226652361,cp_2935994736
54,45.90739440917969,11.059138298034668,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",guidepost,,information,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'sentiero Volano', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1273084924,cp_8292584408
55,45.87721252441406,11.033884048461914,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,playground,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1300585590,cp_4236732378
56,45.857421875,11.001477241516113,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,restaurant,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'Ristorante lounge bar Indovino', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1350658043,cp_2441010018
57,45.889808654785156,11.039705276489258,"{'city': 'Rovereto', 'country': 'IT', 'housenumber': '20', 'postcode': '38068', 'street': 'Borgo Santa Caterina', 'region': 'Trentino-Alto Adige'}",no information specified,"Mo-Tu Off; We-Sa 11:30-14:30, 17:30-00:00; Su Off",restaurant,,"{'levelAccessibility': 'yes', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': 'al Silenzio', 'has_shortName': None, 'has_name_en': None}",,,"{'cuisine': 'italian', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1366734642,cp_2967528606
58,45.88731002807617,11.062677383422852,"{'city': None, 'country': 'Italy', 'housenumber': None, 'postcode': None, 'street': None, 'region': 'Trentino-Alto Adige'}",no information specified,,parking,,"{'levelAccessibility': 'no', 'has_accessibleToilets': None, 'accessibilityDescription': None}","{'has_officialName': None, 'has_shortName': None, 'has_name_en': None}",,8,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1374813267,cp_8786153991
